TITLE,PUBLISHER,STORY
"GLOBAL MARKETS-Asia shares find steadier footing, China worries remain",Reuters,d-hjSD-DwX_qXnMBFcMkgFLw6bKqM
UPDATE 2-Bank of England announces shake-up as it probes FX case,Reuters,dBxpRXe8n64NSYMS2ELgYC0Mp3ySM
"UK lawmaker says BoE's handling of forex probe ""not encouraging""",Reuters,dBxpRXe8n64NSYMS2ELgYC0Mp3ySM
BOE to tighten oversight as forex questions persist,MarketWatch,dBxpRXe8n64NSYMS2ELgYC0Mp3ySM
UPDATE 1-RBS might have to leave an independent Scotland-BoE's Carney,Reuters,dBxpRXe8n64NSYMS2ELgYC0Mp3ySM
UPDATE 1-BoE's Carney says UK economy not close to overheating,Reuters,dBxpRXe8n64NSYMS2ELgYC0Mp3ySM
BoE's Carney says worried UK mortgage underwriting standards could deteriorate,Reuters,dBxpRXe8n64NSYMS2ELgYC0Mp3ySM
BOE's Carney defends forward guidance to lawmakers,MarketWatch,dBxpRXe8n64NSYMS2ELgYC0Mp3ySM
"TIMELINE-The FX ""fixing"" scandal",Reuters,dBxpRXe8n64NSYMS2ELgYC0Mp3ySM
Stronger sterling would delay Bank of England rate rise - BoE's Bean,Reuters,dBxpRXe8n64NSYMS2ELgYC0Mp3ySM
"UPDATE 2-Senate banking leaders sketch out Fannie, Freddie bill",Reuters,dqGBNbtZggwuw5MCNC30E54BpP3aM
D.C. walks a fine line in housing reform,MarketWatch,dqGBNbtZggwuw5MCNC30E54BpP3aM
"UPDATE 1-Fannie, Freddie could send $179.2 bln to taxpayers -White House",Reuters,dqGBNbtZggwuw5MCNC30E54BpP3aM
"US estimates Fannie, Freddie to repay $179.2 bln to taxpayers",Reuters,dqGBNbtZggwuw5MCNC30E54BpP3aM
"What one big fund is saying about Fannie, Freddie",MarketWatch,dqGBNbtZggwuw5MCNC30E54BpP3aM
OECD calls for Fed to be cautious in tapering,MarketWatch,d92F0oRwK1HBLOMJpK--0qhL0j9AM
TABLE-OECD quarterly GDP forecasts for major economies,Reuters,d92F0oRwK1HBLOMJpK--0qhL0j9AM
UPDATE 3-Men's Wearhouse stitches up deal to buy Jos. A. Bank,Reuters,do6Vg-oWU1TOTeMhVmlSXEHyzSaoM
Obamacare enrollment surpasses 4.2 million; more young adults signed up,MarketWatch,do6Vg-oWU1TOTeMhVmlSXEHyzSaoM
TIMELINE-Men's Wearhouse seals deal to buy Jos. A. Bank,Reuters,do6Vg-oWU1TOTeMhVmlSXEHyzSaoM
CORRECTED-Men's Wearhouse seals $1.8 billion deal to buy Jos. A. Bank,Reuters,do6Vg-oWU1TOTeMhVmlSXEHyzSaoM
WRAPUP 3-China premier warns on economic slowdown as data fans stimulus  ...,Reuters,d1zTiH4R-iYs4XM1tSRhjs6V9IrOM
China's debt risks are controllable: Premier Li,MarketWatch,d1zTiH4R-iYs4XM1tSRhjs6V9IrOM
Chinese premier admits 'friction' with the United States,Reuters,d1zTiH4R-iYs4XM1tSRhjs6V9IrOM
CORRECTED-China Premier Li calls for relevant party to step up plane search,Reuters,d1zTiH4R-iYs4XM1tSRhjs6V9IrOM
"Stock futures up, looking past China to retail sales",MarketWatch,dE1nRuMbDnCeYhMLITzsKriNPFBpM
China economic data disappoint markets,MarketWatch,dE1nRuMbDnCeYhMLITzsKriNPFBpM
"GRAINS-Soybeans near 2-week low, wheat rises for 3rd day",Reuters,dE1nRuMbDnCeYhMLITzsKriNPFBpM
"US STOCKS-Wall St little changed as Ukraine, China concerns brushed off",Reuters,dE1nRuMbDnCeYhMLITzsKriNPFBpM
US STOCKS-Wall St cuts losses as diplomacy ramps up in Ukraine,Reuters,dE1nRuMbDnCeYhMLITzsKriNPFBpM
CORRECTED-US STOCKS-Wall St pares losses as Ukraine concerns ease,Reuters,dE1nRuMbDnCeYhMLITzsKriNPFBpM
US STOCKS-Wall St to open lower as China concerns mount,Reuters,dE1nRuMbDnCeYhMLITzsKriNPFBpM
US STOCKS-Futures fall as China concerns mount,Reuters,dE1nRuMbDnCeYhMLITzsKriNPFBpM
"PRECIOUS-Gold up at 6-month high as Ukraine, China prompt safe-haven bids",Reuters,dd-ja3A1HzLxsTMnYm_Zo9l7RZAHM
"PRECIOUS-Gold near 6-mth high as Ukraine, China prompt safe-haven bids",Reuters,dd-ja3A1HzLxsTMnYm_Zo9l7RZAHM
"Gold up 1.3 percent to highest since September on China, Ukraine",Reuters,dd-ja3A1HzLxsTMnYm_Zo9l7RZAHM
"PRECIOUS-Gold up 1.3 pct to highest since Sept on China, Ukraine",Reuters,dd-ja3A1HzLxsTMnYm_Zo9l7RZAHM
Gold futures mark highest close in six months,MarketWatch,dd-ja3A1HzLxsTMnYm_Zo9l7RZAHM
PRECIOUS-Gold holds gains near 4-month high on safe-haven demand,Reuters,dd-ja3A1HzLxsTMnYm_Zo9l7RZAHM
Gold gains for second straight session,MarketWatch,dd-ja3A1HzLxsTMnYm_Zo9l7RZAHM
"PRECIOUS-Gold rises on concern over Ukraine crisis, Chinese growth",Reuters,dd-ja3A1HzLxsTMnYm_Zo9l7RZAHM
"PRECIOUS-Gold firm on fund inflows; China, Ukraine worries support",Reuters,dd-ja3A1HzLxsTMnYm_Zo9l7RZAHM
"PRECIOUS-Gold flat; Ukraine, weak Chinese export seen supporting",Reuters,dd-ja3A1HzLxsTMnYm_Zo9l7RZAHM
PRECIOUS-Gold prices climb as tensions over Ukraine intensify,Reuters,dd-ja3A1HzLxsTMnYm_Zo9l7RZAHM
"PRECIOUS-Gold drops as US growth optimism weighs, China sells",Reuters,dd-ja3A1HzLxsTMnYm_Zo9l7RZAHM
"PRECIOUS-Gold falls for 2nd session, US growth optimism weighs",Reuters,dd-ja3A1HzLxsTMnYm_Zo9l7RZAHM
"Gold futures lose 1%, but gain for the week",MarketWatch,dd-ja3A1HzLxsTMnYm_Zo9l7RZAHM
"Stocks to Watch: Herbalife, Dollar General, Aeropostale",MarketWatch,dey1wWSDFLloFaMb4H5WhUu2P5biM
UPDATE 3-Herbalife says US FTC opens inquiry long sought by Ackman,Reuters,dey1wWSDFLloFaMb4H5WhUu2P5biM
UPDATE 2-Herbalife says US FTC opens inquiry long sought by Ackman,Reuters,dey1wWSDFLloFaMb4H5WhUu2P5biM
Federal probe is latest twist in Herbalife saga,MarketWatch,dey1wWSDFLloFaMb4H5WhUu2P5biM
UPDATE 2-Ackman accuses Herbalife of breaking laws in China,Reuters,dey1wWSDFLloFaMb4H5WhUu2P5biM
UPDATE 1-Ackman accuses Herbalife of breaking laws in China,Reuters,dey1wWSDFLloFaMb4H5WhUu2P5biM
Ackman outspent by Herbalife in lobbying battle,Reuters,dey1wWSDFLloFaMb4H5WhUu2P5biM
Bouygues raises bid for Vivendi unit,MarketWatch,d1BKBxE-TXmBEpMnaYAKMFw9iuqVM
Deals of the day- Mergers and acquisitions,Reuters,d1BKBxE-TXmBEpMnaYAKMFw9iuqVM
UPDATE 1-Bouygues raises bid for Vivendi's SFR to shut out Numericable,Reuters,d1BKBxE-TXmBEpMnaYAKMFw9iuqVM
Bouygues confirms improved offer for Vivendi's SFR,Reuters,d1BKBxE-TXmBEpMnaYAKMFw9iuqVM
French and Benelux stocks-Factors to watch on March 13,Reuters,d1BKBxE-TXmBEpMnaYAKMFw9iuqVM
Bouygues board meets to approve improved SFR bid-sources,Reuters,d1BKBxE-TXmBEpMnaYAKMFw9iuqVM
DEALTALK-Vivendi hunts for the right telecom exit,Reuters,d1BKBxE-TXmBEpMnaYAKMFw9iuqVM
Numericable won't raise bid for Vivendi's SFR,MarketWatch,d1BKBxE-TXmBEpMnaYAKMFw9iuqVM
Numericable sees SFR synergies in 2014; criticises Bouygues bid,Reuters,d1BKBxE-TXmBEpMnaYAKMFw9iuqVM
UPDATE 1-French cable group Numericable keeps mid-term targets,Reuters,d1BKBxE-TXmBEpMnaYAKMFw9iuqVM
French cable group Numericable keeps mid-term targets,Reuters,d1BKBxE-TXmBEpMnaYAKMFw9iuqVM
US mortgage applications slip in latest week -MBA,Reuters,dJiS172bcGOLtdMxoDzRWed85-hRM
U.S. mortgage application volume falls by 2.1%,MarketWatch,dJiS172bcGOLtdMxoDzRWed85-hRM
UPDATE 3-GM waited on Ion recall despite awareness of fatal crashes,Reuters,dEZNgZvY8VyPQaMEfz21GkYBcGLcM
GM detected ignition switch issue back in 2001,MarketWatch,dEZNgZvY8VyPQaMEfz21GkYBcGLcM
UPDATE 2-GM urges drivers stick to sparse key ring even after recall repair,Reuters,dEZNgZvY8VyPQaMEfz21GkYBcGLcM
"Even after recall repair, GM recommends only key, fob on key ring",Reuters,dEZNgZvY8VyPQaMEfz21GkYBcGLcM
Alibaba picks US for IPO; in talks with six banks for lead roles,Reuters,dOOSaC3dQLzj6BMGq5Tso8w3ywZgM
"RPT-As giant US IPO nears, Alibaba's China e-commerce crown slips",Reuters,dOOSaC3dQLzj6BMGq5Tso8w3ywZgM
PRESS DIGEST- Hong Kong - March 17,Reuters,dOOSaC3dQLzj6BMGq5Tso8w3ywZgM
Alibaba plans equal sway for banks in IPO,MarketWatch,dOOSaC3dQLzj6BMGq5Tso8w3ywZgM
UPDATE 2-Alibaba picks US for IPO; in talks with six banks for lead roles,Reuters,dOOSaC3dQLzj6BMGq5Tso8w3ywZgM
Alibaba Group seeking US listing in Q3 - sources,Reuters,dOOSaC3dQLzj6BMGq5Tso8w3ywZgM
Euro zone inflation drops back to lowest ever level in February,Reuters,dqO3oaCsbs8_Y0Ma_iuUkCYtlIz4M
Euro-zone inflation rate revised down to 0.7%,MarketWatch,dqO3oaCsbs8_Y0Ma_iuUkCYtlIz4M
It's pledge week at the Fed,MarketWatch,dvqU-3-VQAHtl0MPiiF_EWrJZfbaM
Fed weighs how to retool rate guidance,MarketWatch,dvqU-3-VQAHtl0MPiiF_EWrJZfbaM
5 ways the Fed can get the economy back to normal,MarketWatch,dvqU-3-VQAHtl0MPiiF_EWrJZfbaM
"FED FOCUS-For eventual tightening, Fed to signal slow rate rises",Reuters,dvqU-3-VQAHtl0MPiiF_EWrJZfbaM
Hyundai apologizes for overstating fuel efficiency,MarketWatch,dnczvDiuhcnArkMTVghPkR0QKdoNM
"Hyundai Motor cuts fuel economy of new Sonata, says made ""error""",Reuters,dnczvDiuhcnArkMTVghPkR0QKdoNM
WRAPUP 1-US inflation muted despite food price increases; housing starts slip,Reuters,d4z586k7VjuFfYMB86gHVHgDcH7cM
Consumer prices edge up in February as food prices jump,MarketWatch,d4z586k7VjuFfYMB86gHVHgDcH7cM
Consumer prices edge up 0.1% in February,MarketWatch,d4z586k7VjuFfYMB86gHVHgDcH7cM
UPDATE 3-US administration says Obamacare enrollment tops 5 million,Reuters,dUGqnyCCIa_a8XM3oYqtaQwB6dXJM
UPDATE 2-US administration says Obamacare enrollment tops 5 million,Reuters,dUGqnyCCIa_a8XM3oYqtaQwB6dXJM
Cash prizes for signing up for Obamacare?,MarketWatch,dUGqnyCCIa_a8XM3oYqtaQwB6dXJM
UPDATE 2-UK shakes up Bank of England with three new rate-setter appointments,Reuters,dZPteT9yKKMjOdMy7deVpjBtb64HM
Bank of England names Haldane as new chief economist,Reuters,dZPteT9yKKMjOdMy7deVpjBtb64HM
UK names two new Bank of England deputy governors,Reuters,dZPteT9yKKMjOdMy7deVpjBtb64HM
Bank of England appoints Mark Carney's new deputy,MarketWatch,dZPteT9yKKMjOdMy7deVpjBtb64HM
UK expected to name next BoE deputy governor on Tuesday: source,Reuters,dZPteT9yKKMjOdMy7deVpjBtb64HM
UPDATE 1-Wal-Mart entry into used videogames trade threatens GameStop,Reuters,dDImFpjDxzjN3bMLwlq2ItFmFxWSM
Trade in your Call of Duty for diapers,MarketWatch,dDImFpjDxzjN3bMLwlq2ItFmFxWSM
GameStop drops; Hertz moves ahead with spinoff,MarketWatch,dDImFpjDxzjN3bMLwlq2ItFmFxWSM
Microsoft shares flirt with dotcom-boom levels on iPad app report,Reuters,dctqjgWlA2dVhTMOBhbZwO4rR3NWM
Microsoft ready to bring Office to the iPad,MarketWatch,dctqjgWlA2dVhTMOBhbZwO4rR3NWM
RPT-UPDATE 1-Microsoft's CEO may unveil Office for iPad on March 27 -source,Reuters,dctqjgWlA2dVhTMOBhbZwO4rR3NWM
UPDATE 1-Microsoft's CEO may unveil Office for iPad on March 27 -source,Reuters,dctqjgWlA2dVhTMOBhbZwO4rR3NWM
Malaysia discounts possible missing plane sighting in Maldives,Reuters,dbXvD2QgqQdLn2MBRFymhvke0YXqM
Data deleted from missing pilot's flight simulator,MarketWatch,dbXvD2QgqQdLn2MBRFymhvke0YXqM
BMW sees higher profits and car sales in 2014,Reuters,dpsbEBDv0DM5VeMEFni_ROEVX203M
UPDATE 1-BMW eyes US production hike in push for sales record,Reuters,dpsbEBDv0DM5VeMEFni_ROEVX203M
BMW sees 'clear growth' in 2014 pretax profit,MarketWatch,dpsbEBDv0DM5VeMEFni_ROEVX203M
"Fed may raise rates as soon as next spring, Yellen suggests",Reuters,dAYENP5WxlnkP9MU2yDD-4yOWUHtM
Stock futures slip ahead of labor data; Lennar gains,MarketWatch,dAYENP5WxlnkP9MU2yDD-4yOWUHtM
"Dollar upbeat on rate rise expectations, bonds fall",Reuters,dAYENP5WxlnkP9MU2yDD-4yOWUHtM
Dollar pauses after Fed-led surge,Reuters,dAYENP5WxlnkP9MU2yDD-4yOWUHtM
"For Janet Yellen, a single mandate now",MarketWatch,dAYENP5WxlnkP9MU2yDD-4yOWUHtM
"EM ASIA FX-Yellen shock, weak yuan hit Asia FX; more losses seen",Reuters,dAYENP5WxlnkP9MU2yDD-4yOWUHtM
FOREX-Dollar pauses after Fed-led surge,Reuters,dAYENP5WxlnkP9MU2yDD-4yOWUHtM
Italy - Factors to watch on March 20,Reuters,dAYENP5WxlnkP9MU2yDD-4yOWUHtM
UPDATE 1-Lennar profit jumps as it sells more homes at higher prices,Reuters,dKfdYXp_oa06FjMH1vmNo466GafsM
Lennar profit rises 36 pct as it sells more homes,Reuters,dKfdYXp_oa06FjMH1vmNo466GafsM
"Lennar, Nike, ConAgra are Thursday's stocks to watch",MarketWatch,dKfdYXp_oa06FjMH1vmNo466GafsM
"UPDATE 2-Icahn changes course, urges eBay to sell 20 pct of PayPal",Reuters,dk6y3_aZG019RyMue5rnjOjxIwl3M
Carl Icahn's 80/20 vision of eBay and PayPal,MarketWatch,dk6y3_aZG019RyMue5rnjOjxIwl3M
UPDATE 2-Marketwired to stop selling to high-frequency traders,Reuters,d5fZSL3c7uQ95bMK38nkSLgMo0cAM
Marketwired latest to drop direct feeds to HFTs,MarketWatch,d5fZSL3c7uQ95bMK38nkSLgMo0cAM
Why New York AG wants curbs on high-frequency traders,MarketWatch,d5fZSL3c7uQ95bMK38nkSLgMo0cAM
UPDATE 2-New York's Schneiderman seeks curbs on high-frequency traders,Reuters,d5fZSL3c7uQ95bMK38nkSLgMo0cAM
New York's Schneiderman seeks curbs on high-frequency traders,Reuters,d5fZSL3c7uQ95bMK38nkSLgMo0cAM
N.Y. probes alleged advantages given to HFT,MarketWatch,d5fZSL3c7uQ95bMK38nkSLgMo0cAM
China Mobile's annual net earnings slips 5.9%,MarketWatch,dXi8Wbod2gNBPZMOWqpiSJWxtl07M
UPDATE 3-First annual profit drop in 14 years spurs China Mobile spending on 4G,Reuters,dXi8Wbod2gNBPZMOWqpiSJWxtl07M
China Mobile to increase handset subsidies 26 pct in 2014,Reuters,dXi8Wbod2gNBPZMOWqpiSJWxtl07M
"China Mobile capex to rise 22 pct in 2014, aims to sell 100 mln 4G devices",Reuters,dXi8Wbod2gNBPZMOWqpiSJWxtl07M
"China Mobile 2013 profit falls 5.9 pct, misses estimates",Reuters,dXi8Wbod2gNBPZMOWqpiSJWxtl07M
UPDATE 2-China Telecom books record revenue on rapid mobile sales growth,Reuters,dXi8Wbod2gNBPZMOWqpiSJWxtl07M
China Telecom profit up 17% on high-value signups,MarketWatch,dXi8Wbod2gNBPZMOWqpiSJWxtl07M
China Telecom's 2014 capex to be slightly higher at 80.3 bln yuan,Reuters,dXi8Wbod2gNBPZMOWqpiSJWxtl07M
"China Telecom 2013 profit rises 17 pct, matches estimates",Reuters,dXi8Wbod2gNBPZMOWqpiSJWxtl07M
Oracle crosshairs: currency vs cloud boost,MarketWatch,do8j0bCjY5DibxMZlDgqqxkTdZnyM
UPDATE 4-Oracle quarterly results disappoint Wall St; shares fall,Reuters,do8j0bCjY5DibxMZlDgqqxkTdZnyM
Oracle says new software sales rose 4 percent in third quarter,Reuters,do8j0bCjY5DibxMZlDgqqxkTdZnyM
"On Oracle earnings, media has its head in the clouds",MarketWatch,do8j0bCjY5DibxMZlDgqqxkTdZnyM
UPDATE 2-GSK cancer vaccine fails again but testing continues,Reuters,d45jdjrklMcS2dMTsGkZTKg9eYtYM
GlaxoSmithKline cancer drug suffers setback,MarketWatch,d45jdjrklMcS2dMTsGkZTKg9eYtYM
Canada joins US in broadening Russia sanctions,MarketWatch,dNpFU6MILjVctpM7nh3_Ih8nOGNmM
UPDATE 3-Russian sanctions ripple through corporate boardrooms,Reuters,dNpFU6MILjVctpM7nh3_Ih8nOGNmM
UPDATE 2-Putin pledges support for sanctions-hit Russian bank,Reuters,dNpFU6MILjVctpM7nh3_Ih8nOGNmM
"Businesses fear ripple effects from ""cosmetic"" Russian sanctions",Reuters,dNpFU6MILjVctpM7nh3_Ih8nOGNmM
Tech stocks slip but Nasdaq ekes out weekly gain,MarketWatch,dOYMWGWTc9yK85MZhujYJCZknTHFM
UPDATE 1-Symantec CEO ouster raises questions about turnaround,Reuters,dOYMWGWTc9yK85MZhujYJCZknTHFM
Ousted Symantec CEO may get $18.5 mln in severance payment,Reuters,dOYMWGWTc9yK85MZhujYJCZknTHFM
UPDATE 2-Symantec fires CEO Bennett,Reuters,dOYMWGWTc9yK85MZhujYJCZknTHFM
Symantec boots CEO as turnaround stalls,MarketWatch,dOYMWGWTc9yK85MZhujYJCZknTHFM
"UPDATE 2-US Fed corrects stress test results, says most changes minor",Reuters,dzwWTDFSd0fzZ6MYNS6Ur17aaMO3M
"US Fed issues corrected stress test results, says most changes minor",Reuters,dzwWTDFSd0fzZ6MYNS6Ur17aaMO3M
Fed stress test weighs on B. of A.; JP Morgan jumps,MarketWatch,dzwWTDFSd0fzZ6MYNS6Ur17aaMO3M
Fed stress test: Banks lose $501 bln in bad recession,MarketWatch,dzwWTDFSd0fzZ6MYNS6Ur17aaMO3M
UPDATE 3-All big US banks but one pass Fed's health test,Reuters,dzwWTDFSd0fzZ6MYNS6Ur17aaMO3M
TABLE-US banks' capital ratios under Fed stress tests,Reuters,dzwWTDFSd0fzZ6MYNS6Ur17aaMO3M
All but one of major US banks meet Fed's stress test hurdle,Reuters,dzwWTDFSd0fzZ6MYNS6Ur17aaMO3M
RPT--US Fed to release results of financial industry health check,Reuters,dzwWTDFSd0fzZ6MYNS6Ur17aaMO3M
Another object spotted; Malaysia jet search presses on,MarketWatch,dVK7SWRI1vWEpIMDLoCD_ne0yEkyM
WRAPUP 11-China spots new possible plane debris in southern Indian Ocean,Reuters,dVK7SWRI1vWEpIMDLoCD_ne0yEkyM
UPDATE 1-Mt. Gox says it found 200000 bitcoins in 'forgotten' wallet,Reuters,d4Ctvi87pUp0TVMwcVQTazB5nrbsM
Mt. Gox finds 200000 bitcoins it thought were lost,MarketWatch,d4Ctvi87pUp0TVMwcVQTazB5nrbsM
Mt. Gox finds 200000 lost bitcoins: WSJ,MarketWatch,d4Ctvi87pUp0TVMwcVQTazB5nrbsM
"REFILE-UPDATE 1-Mt. Gox says it found 200000 bitcoins in ""forgotten"" wallet",Reuters,d4Ctvi87pUp0TVMwcVQTazB5nrbsM
China satellite spots object in MH370 jet search,MarketWatch,dx-dgpjwhPTym3MiI6I2HolKsFQMM
WRAPUP 1-Search area for Malaysian airliner widened after French satellite  ...,Reuters,dx-dgpjwhPTym3MiI6I2HolKsFQMM
RPT-WRAPUP 5-French satellite image also shows possible plane debris,Reuters,dx-dgpjwhPTym3MiI6I2HolKsFQMM
WRAPUP 5-French satellite image also shows possible plane debris,Reuters,dx-dgpjwhPTym3MiI6I2HolKsFQMM
California DMV: Potential credit card reach,MarketWatch,d4iIH8q60eMkzLMlFZ_vM3wNtoQQM
UPDATE 2-California DMV probing possible breach of credit card system,Reuters,d4iIH8q60eMkzLMlFZ_vM3wNtoQQM
UPDATE 1-California DMV probing possible breach of credit card system,Reuters,d4iIH8q60eMkzLMlFZ_vM3wNtoQQM
California DMV investigating possible breach of credit card system,Reuters,d4iIH8q60eMkzLMlFZ_vM3wNtoQQM
US stocks retreat; Nasdaq off 1%,MarketWatch,dWodkwDbYh8CP3MN40m4jTNqXmMWM
US STOCKS SNAPSHOT-Wall St ends down as investors book profits,Reuters,dWodkwDbYh8CP3MN40m4jTNqXmMWM
London stocks rally after inflation data; easyJet jumps,MarketWatch,dEePOIddTFj8eLMCqmM7VsHYeu8KM
UPDATE 2-Budget airline easyJet lifts first-half results forecast,Reuters,dEePOIddTFj8eLMCqmM7VsHYeu8KM
Walt Disney climbs after deal; Himax sinks,MarketWatch,dBOG2P12HzMwjFMgaRWP-rTeBBF2M
UPDATE 2-Disney to buy YouTube network Maker Studios for $500 mln,Reuters,dBOG2P12HzMwjFMgaRWP-rTeBBF2M
U.S. stock futures rise on Plosser's rate comments,MarketWatch,dT0w_Lo75548ZlMi-NKi_To6vvf-M
"US STOCKS-Futures edge higher after selloff, but concerns remain",Reuters,dT0w_Lo75548ZlMi-NKi_To6vvf-M
"Stock futures up ahead of confidence, housing data",MarketWatch,dT0w_Lo75548ZlMi-NKi_To6vvf-M
US stocks fall; Nasdaq skids 1.2%,MarketWatch,dT0w_Lo75548ZlMi-NKi_To6vvf-M
India Morning Call-Global Markets,Reuters,dT0w_Lo75548ZlMi-NKi_To6vvf-M
"US STOCKS-Wall St falls, Nasdaq tumbles below 50-day moving average",Reuters,dT0w_Lo75548ZlMi-NKi_To6vvf-M
"US STOCKS-Wall St slumps, Nasdaq under 50-day moving average",Reuters,dT0w_Lo75548ZlMi-NKi_To6vvf-M
US stocks drift lower after weak PMI,MarketWatch,dT0w_Lo75548ZlMi-NKi_To6vvf-M
"UK inflation hits new four-year low in February, house prices up sharply",Reuters,drtnhd44qzW0MaMaJYSEh4jVEMwZM
U.K. inflation falls further below BOE target of 2%,MarketWatch,drtnhd44qzW0MaMaJYSEh4jVEMwZM
"TAKE A LOOK-Asia inflation: Prices cool in Singapore, Vietnam",Reuters,drtnhd44qzW0MaMaJYSEh4jVEMwZM
"PRECIOUS-Gold holds above 1-month low, but US rate hike fears weigh",Reuters,df099bV_5_nKjKMqxhiVh1yCmHe3M
"PRECIOUS-Gold off 1-month low, but US rate hike fears cap gains",Reuters,df099bV_5_nKjKMqxhiVh1yCmHe3M
PRECIOUS-Gold near 1-month low on concerns over US rate rises,Reuters,df099bV_5_nKjKMqxhiVh1yCmHe3M
"PRECIOUS-Gold drops 2 pct on fund selling, US rate hike fears",Reuters,df099bV_5_nKjKMqxhiVh1yCmHe3M
"Gold tumbles as dollar gains, investors cash in",MarketWatch,df099bV_5_nKjKMqxhiVh1yCmHe3M
